building,point,view
marstons,677,5
allensville,226,10
newfields,125,0
ranchester,854,2
lindenwood,479,3
hiteman,1426,3
lakeville,1537,18
merom,199,0
wainscott,1473,5
ranchester,1139,0
tolstoy,1130,17
stockman,665,2
wainscott,1386,1
pinesdale,694,4
klickitat,1122,3
woodbine,226,7
beechwood,312,2
merom,937,1
ranchester,628,1
stockman,1306,2
ranchester,398,6
lakeville,592,0
pomaria,1472,4
merom,482,4
lakeville,155,1
ranchester,1299,2
beechwood,336,1
klickitat,84,4
forkland,448,7
hanson,792,0
marstons,1797,1
beechwood,320,0
marstons,1994,0
lakeville,110,5
marstons,128,10
benevolence,364,9
coffeen,1273,1
hiteman,41,3
stockman,1372,2
coffeen,873,0
lakeville,574,9
hanson,493,3
shelbyville,2583,11
lakeville,488,7
marstons,1316,6
tolstoy,625,7
merom,272,2
marstons,2482,0
woodbine,1690,7
forkland,593,2
klickitat,305,15
newfields,515,4
lindenwood,2603,2
woodbine,91,2
cosmos,124,7
klickitat,1893,3
benevolence,695,4
marstons,2376,0
benevolence,241,1
newfields,1537,6
shelbyville,1348,0
shelbyville,1312,2
hiteman,728,1
shelbyville,1097,4
hiteman,759,14
newfields,270,14
marstons,746,4
wainscott,1545,3
leonardo,1428,1
merom,420,0
marstons,2014,3
newfields,484,1
cosmos,122,4
shelbyville,1210,0
klickitat,1612,7
woodbine,1229,5
beechwood,665,6
pomaria,648,1
lakeville,1015,0
wainscott,916,12
pomaria,653,2
cosmos,780,1
klickitat,1585,8
leonardo,1259,6
forkland,623,1
hiteman,574,7
merom,987,0
marstons,1290,2
ranchester,1364,3
woodbine,1899,1
marstons,2533,7
woodbine,1577,1
marstons,1398,19
benevolence,642,1
hanson,1589,2
shelbyville,1093,3
woodbine,578,6
woodbine,1140,11
woodbine,1644,0
woodbine,1198,15
woodbine,1889,3
hanson,702,2
woodbine,1941,2
klickitat,1607,1
shelbyville,1116,10
klickitat,1731,9
lindenwood,1562,2
ranchester,94,1
merom,853,3
ranchester,429,7
cosmos,762,0
allensville,26,0
beechwood,631,3
woodbine,593,9
hanson,257,0
stockman,1394,4
beechwood,1024,2
woodbine,1287,3
lindenwood,2530,1
newfields,650,3
lakeville,816,7
shelbyville,307,4
newfields,1421,3
hiteman,1806,4
woodbine,1754,4
hiteman,1023,6
lindenwood,2125,4
hanson,1498,11
shelbyville,1249,0
shelbyville,2506,1
stockman,1558,5
lindenwood,1883,2
leonardo,1588,5
klickitat,1024,11
hanson,892,4
stockman,1002,3
shelbyville,565,2
pinesdale,1020,3
klickitat,2271,11
cosmos,290,5
marstons,277,5
ranchester,1077,0
woodbine,306,1
forkland,786,3
marstons,910,8
leonardo,1472,1
hiteman,1036,5
lindenwood,2086,14
hanson,484,3
onaga,140,2
pomaria,1672,11
leonardo,397,3
lindenwood,1159,2
newfields,1066,2
marstons,887,3
coffeen,462,0
woodbine,283,7
lindenwood,961,5
wainscott,953,9
lakeville,549,14
shelbyville,1976,0
tolstoy,1727,0
stockman,1168,7
shelbyville,1961,5
hanson,1363,18
benevolence,613,10
klickitat,1855,1
tolstoy,220,6
wainscott,199,1
pinesdale,894,2
woodbine,790,4
stockman,887,2
wainscott,1545,2
forkland,325,2
lindenwood,565,3
forkland,760,0
shelbyville,1486,3
woodbine,1961,1
ranchester,813,2
lindenwood,790,6
lindenwood,832,1
klickitat,1000,4
pomaria,1475,2
coffeen,108,2
mifflinburg,606,1
shelbyville,1620,1
hanson,1219,7
forkland,572,2
marstons,165,7
marstons,1743,1
marstons,2113,4
woodbine,25,4
newfields,366,2
newfields,60,1
stockman,1006,7
leonardo,655,3
wainscott,1584,12
cosmos,65,2
woodbine,1784,1
lindenwood,2626,15
wainscott,1585,9
marstons,2282,0
marstons,1355,10
wainscott,289,2
marstons,2646,2
marstons,749,0
mifflinburg,272,2
hiteman,272,2
woodbine,907,9
hanson,356,11
woodbine,1226,5
wainscott,885,8
klickitat,1074,0
leonardo,754,3
shelbyville,1647,2
wainscott,1576,6
merom,850,3
ranchester,1585,5
hiteman,1525,0
newfields,1511,2
lindenwood,1285,1
marstons,2198,2
onaga,673,2
marstons,495,5
lindenwood,2004,4
beechwood,289,4
coffeen,413,3
woodbine,2026,3
wainscott,602,7
leonardo,1332,3
klickitat,389,15
hanson,293,11
lakeville,1317,0
tolstoy,1122,1
tolstoy,1214,4
ranchester,881,3
pomaria,15,1
leonardo,1079,5
hanson,1407,1
mifflinburg,680,2
ranchester,1133,3
ranchester,1014,1
woodbine,410,2
merom,809,8
hanson,1077,4
woodbine,1840,0
coffeen,1194,0
merom,100,1
lakeville,603,6
pomaria,1147,16
hiteman,1548,0
leonardo,1494,1
coffeen,1418,4
tolstoy,1400,1
leonardo,1539,3
pinesdale,1455,7
wainscott,1459,12
woodbine,907,6
klickitat,849,0
wainscott,243,4
marstons,1573,2
pomaria,209,2
leonardo,316,15
wainscott,110,8
hiteman,1619,7
newfields,939,0
tolstoy,1784,6
leonardo,417,8
tolstoy,834,11
ranchester,838,1
shelbyville,2513,4
lakeville,785,5
beechwood,283,0
woodbine,188,3
woodbine,1246,10
marstons,1275,4
newfields,44,0
lindenwood,1356,2
pomaria,51,2
hanson,1458,8
leonardo,1330,3
beechwood,472,0
lakeville,1140,2
klickitat,2278,3
woodbine,900,5
pinesdale,780,2
lindenwood,1168,1
marstons,2639,6
beechwood,487,3
wainscott,358,0
klickitat,1159,7
pinesdale,1223,0
shelbyville,2136,2
onaga,6,2
klickitat,682,4
klickitat,640,2
marstons,2645,1
pinesdale,1086,4
coffeen,650,2
beechwood,75,4
shelbyville,389,1
pinesdale,666,4
benevolence,387,6
tolstoy,1391,1
ranchester,466,8
wainscott,499,0
shelbyville,571,8
shelbyville,725,12
lindenwood,902,0
hanson,171,6
lakeville,355,6
coffeen,1111,4
hiteman,740,0
pomaria,428,3
lakeville,809,3
stockman,1187,3
pinesdale,587,0
leonardo,900,1
lindenwood,2322,7
hiteman,347,2
pomaria,5,2
tolstoy,1361,7
hiteman,1503,4
lindenwood,732,6
shelbyville,1347,18
pomaria,854,6
lakeville,1108,0
shelbyville,2306,12
newfields,365,1
leonardo,1316,2
leonardo,1663,9
cosmos,703,5
klickitat,58,0
coffeen,229,0
pomaria,752,3
lakeville,195,0
hiteman,1704,14
lakeville,1770,0
wainscott,1389,7
wainscott,750,1
wainscott,864,4
leonardo,139,2
leonardo,601,7
lindenwood,1696,4
lakeville,920,4
hanson,1327,9
marstons,2588,4
leonardo,1345,1
shelbyville,2590,6
shelbyville,204,0
marstons,2195,1
lindenwood,854,0
marstons,863,0
lakeville,73,4
hanson,190,0
tolstoy,136,6
stockman,1458,5
klickitat,1451,14
leonardo,932,10
shelbyville,895,7
marstons,446,7
lindenwood,2057,1
marstons,542,11
pomaria,755,5
woodbine,1092,8
pinesdale,114,1
pomaria,123,1
coffeen,933,3
leonardo,335,4
lindenwood,1905,14
pomaria,887,2
stockman,135,0
hiteman,75,1
newfields,992,5
stockman,780,0
beechwood,434,0
tolstoy,1836,2
shelbyville,713,8
wainscott,890,8
lakeville,1412,10
ranchester,1284,3
stockman,3,0
tolstoy,1573,9
marstons,2335,5
merom,157,1
pinesdale,858,3
tolstoy,637,4
lindenwood,1126,4
leonardo,289,6
hiteman,608,2
hanson,112,0
wainscott,1281,6
ranchester,564,2
klickitat,2108,2
lindenwood,1047,0
hiteman,1828,0
tolstoy,762,1
beechwood,1044,6
woodbine,796,15
newfields,1302,1
marstons,640,5
lakeville,1309,5
forkland,237,1
leonardo,112,1
coffeen,202,10
klickitat,1020,0
newfields,265,7
forkland,253,4
pomaria,819,5
shelbyville,1713,1
woodbine,196,3
pinesdale,1447,2
coffeen,544,2
merom,245,7
stockman,396,4
wainscott,1015,5
beechwood,515,1
leonardo,1158,5
pinesdale,862,1
tolstoy,68,0
shelbyville,1714,5
onaga,472,0
newfields,1659,13
shelbyville,1657,3
beechwood,510,1
shelbyville,1821,10
lakeville,1257,5
pinesdale,442,0
pinesdale,365,1
shelbyville,2317,3
newfields,108,11
pomaria,1062,7
leonardo,1102,2
hiteman,905,4
stockman,1179,3
hanson,1025,3
coffeen,54,5
hiteman,779,10
woodbine,1621,4
beechwood,665,1
tolstoy,375,2
wainscott,1762,12
lindenwood,858,11
woodbine,316,0
hiteman,342,1
lakeville,1887,3
klickitat,1414,0
klickitat,1845,11
marstons,211,6
hiteman,223,9
woodbine,99,0
hiteman,1562,10
newfields,592,7
stockman,892,3
forkland,633,3
forkland,550,3
wainscott,1083,12
lindenwood,688,0
merom,988,2
lakeville,1232,5
leonardo,890,3
shelbyville,1450,2
beechwood,193,0
marstons,1118,0
woodbine,898,0
shelbyville,1533,1
klickitat,1654,5
newfields,984,3
tolstoy,1272,6
allensville,34,0
marstons,81,8
wainscott,1738,6
tolstoy,317,5
forkland,625,2
woodbine,1939,2
merom,325,4
ranchester,443,8
wainscott,7,6
klickitat,620,3
klickitat,1833,4
ranchester,1549,3
leonardo,740,2
lakeville,825,1
ranchester,1226,0
beechwood,766,6
wainscott,1731,0
lindenwood,1207,6
coffeen,1253,6
tolstoy,1268,1
newfields,305,3
ranchester,1122,0
shelbyville,1833,2
marstons,1443,1
pomaria,620,1
lindenwood,688,5
marstons,1483,1
pomaria,505,8
ranchester,1208,7
marstons,2573,1
lakeville,770,0
pinesdale,1069,9
pinesdale,1164,0
coffeen,381,3
lakeville,759,16
wainscott,806,0
hanson,1429,0
ranchester,530,0
newfields,1247,1
stockman,1124,1
pomaria,285,1
coffeen,768,6
forkland,772,6
hiteman,1848,6
forkland,1097,5
tolstoy,987,5
ranchester,627,1
leonardo,624,0
hanson,1420,9
hiteman,1109,1
forkland,195,3
hiteman,242,7
hiteman,840,9
lindenwood,1786,0
shelbyville,966,2
pomaria,1612,1
ranchester,1175,2
lindenwood,2291,0
lindenwood,2023,1
lindenwood,1875,4
ranchester,532,4
forkland,138,1
mifflinburg,618,0
coffeen,345,4
pomaria,792,0
mifflinburg,898,3
hiteman,1134,3
tolstoy,1115,3
merom,763,5
coffeen,450,3
marstons,310,5
marstons,151,8
lindenwood,629,0
woodbine,437,2
woodbine,107,2
lindenwood,1268,1
ranchester,23,3
shelbyville,765,0
hanson,568,0
hanson,971,13
shelbyville,400,1
shelbyville,151,7
lakeville,1813,5
shelbyville,191,0
stockman,334,3
hanson,661,3
marstons,304,3
pinesdale,565,3
pinesdale,31,7
hanson,563,4
leonardo,622,2
coffeen,477,0
pomaria,818,0
pinesdale,0,0
lindenwood,571,2
marstons,1081,4
lindenwood,2206,0
lindenwood,2351,2
marstons,1764,5
hiteman,1580,7
lakeville,1118,4
hanson,1063,3
wainscott,1783,1
hiteman,1355,8
leonardo,941,5
allensville,48,2
tolstoy,1439,8
hiteman,530,1
klickitat,793,2
klickitat,704,1
leonardo,1976,5
lindenwood,1729,1
lakeville,1334,2
hiteman,1239,1
stockman,167,2
shelbyville,1778,5
lindenwood,772,6
stockman,454,6
cosmos,233,3
leonardo,963,6
beechwood,1083,0
cosmos,330,7
forkland,195,4
woodbine,295,7
pomaria,52,2
shelbyville,1892,6
woodbine,183,1
newfields,279,1
pomaria,240,1
marstons,2135,10
onaga,615,1
coffeen,1168,2
allensville,210,3
shelbyville,1723,0
shelbyville,1842,1
pomaria,1472,0
woodbine,1216,3
onaga,564,4
shelbyville,1417,8
leonardo,433,6
ranchester,1313,5
hiteman,1314,0
woodbine,850,3
coffeen,295,9
hiteman,926,8
klickitat,1361,2
wainscott,1460,5
mifflinburg,7,1
leonardo,1354,12
ranchester,1393,5
tolstoy,368,2
stockman,1377,2
leonardo,1622,1
pinesdale,1180,6
merom,1092,1
forkland,541,0
lakeville,462,0
klickitat,2230,13
hanson,1305,2
stockman,881,2
woodbine,1557,1
coffeen,32,1
wainscott,641,8
shelbyville,846,1
shelbyville,921,8
leonardo,1072,1
marstons,1634,5
woodbine,746,1
wainscott,1019,2
wainscott,1167,8
shelbyville,49,1
pomaria,928,0
pomaria,199,1
pinesdale,414,7
wainscott,1338,3
beechwood,193,4
ranchester,544,1
leonardo,655,0
coffeen,874,4
woodbine,713,13
cosmos,538,6
klickitat,258,2
woodbine,1549,7
hanson,436,12
pomaria,113,5
lindenwood,1034,7
lakeville,76,0
klickitat,1950,0
beechwood,841,5
newfields,280,1
stockman,400,4
klickitat,257,8
ranchester,1518,2
marstons,2146,3
lindenwood,1918,0
stockman,842,2
shelbyville,253,4
pomaria,74,2
coffeen,265,2
ranchester,55,0
lakeville,407,1
klickitat,1465,8
lindenwood,133,8
marstons,1978,1
wainscott,1559,10
woodbine,1779,2
tolstoy,139,3
lakeville,171,9
shelbyville,438,18
tolstoy,1664,2
newfields,754,2
marstons,191,2
onaga,363,5
ranchester,882,4
pinesdale,294,12
pomaria,1391,1
pinesdale,725,5
marstons,262,1
klickitat,1131,0
tolstoy,1637,0
klickitat,1189,4
lakeville,432,9
hanson,1496,2
pinesdale,186,10
woodbine,1833,1
marstons,748,1
leonardo,1154,1
wainscott,437,1
woodbine,771,3
lindenwood,1746,9
woodbine,764,4
lakeville,1704,2
hanson,641,7
tolstoy,176,7
shelbyville,1363,10
beechwood,814,4
lindenwood,789,1
cosmos,366,3
klickitat,585,0
benevolence,240,0
woodbine,1808,3
hanson,361,1
newfields,175,5
hanson,1308,5
onaga,242,5
cosmos,903,4
hiteman,161,0
marstons,1439,2
woodbine,1401,1
wainscott,1697,4
marstons,122,2
wainscott,621,10
woodbine,877,0
shelbyville,28,4
klickitat,218,1
klickitat,210,7
ranchester,86,4
wainscott,1310,1
pinesdale,942,2
shelbyville,1197,1
coffeen,685,4
wainscott,557,1
pinesdale,272,3
klickitat,1389,0
ranchester,1639,11
klickitat,401,6
mifflinburg,77,2
hiteman,374,1
allensville,326,4
shelbyville,2715,9
hiteman,454,2
wainscott,1738,5
beechwood,656,5
lakeville,179,3
klickitat,2186,9
onaga,287,2
newfields,1005,3
hanson,492,3
beechwood,160,0
klickitat,369,5
merom,106,2
pomaria,1595,0
cosmos,300,2
stockman,349,3
leonardo,1739,7
merom,265,2
marstons,149,11
pinesdale,734,0
hanson,1617,0
merom,559,0
klickitat,415,10
shelbyville,2167,4
coffeen,598,2
marstons,535,2
mifflinburg,630,2
ranchester,555,8
pomaria,1593,5
forkland,841,2
newfields,1127,1
lakeville,328,6
wainscott,1167,4
marstons,1175,6
lindenwood,979,6
wainscott,914,2
forkland,1010,1
pomaria,67,0
shelbyville,2552,3
wainscott,1340,1
coffeen,103,0
marstons,1245,16
benevolence,746,9
lindenwood,313,5
shelbyville,1363,2
hanson,297,2
forkland,394,4
coffeen,641,2
lindenwood,2218,3
beechwood,689,2
marstons,2033,0
shelbyville,2173,8
coffeen,1131,5
merom,164,0
wainscott,1757,11
klickitat,751,3
benevolence,698,5
wainscott,319,0
lakeville,672,9
lakeville,1537,8
mifflinburg,437,2
hiteman,1816,1
lindenwood,248,3
coffeen,92,3
newfields,932,7
pomaria,1628,3
lindenwood,1478,5
lindenwood,392,1
beechwood,572,6
leonardo,1496,3
newfields,1547,17
ranchester,579,1
tolstoy,1331,3
hanson,78,12
pinesdale,478,2
stockman,1601,1
hiteman,570,8
coffeen,618,2
hanson,58,10
tolstoy,1002,5
ranchester,976,2
klickitat,66,0
shelbyville,2292,5
beechwood,1014,1
stockman,469,2
wainscott,90,0
marstons,1442,7
beechwood,1061,3
leonardo,1988,13
benevolence,869,1
lindenwood,1474,12
klickitat,2096,2
marstons,1672,0
coffeen,162,1
shelbyville,2455,5
hanson,1583,2
leonardo,253,1
ranchester,1444,4
newfields,567,1
shelbyville,2512,1
leonardo,1935,15
wainscott,62,12
coffeen,676,7
merom,845,0
ranchester,594,1
klickitat,2329,1
newfields,1067,14
klickitat,1918,4
woodbine,1365,4
klickitat,19,10
cosmos,899,9
benevolence,727,0
cosmos,164,1
klickitat,1647,3
hiteman,353,4
leonardo,969,6
newfields,1025,9
lindenwood,1098,2
coffeen,1176,2
woodbine,1243,7
stockman,1182,2
ranchester,653,0
hanson,901,7
klickitat,2140,2
shelbyville,514,1
mifflinburg,256,2
benevolence,69,4
pomaria,198,1
marstons,392,1
shelbyville,777,2
stockman,1541,0
tolstoy,105,4
lindenwood,1308,3
coffeen,71,0
newfields,1163,7
stockman,313,10
wainscott,1517,0
hanson,1493,3
shelbyville,34,1
klickitat,767,1
leonardo,926,0
pomaria,1671,1
pinesdale,342,5
marstons,1393,0
shelbyville,1434,1
shelbyville,2338,0
tolstoy,893,1
newfields,907,2
pinesdale,1395,0
pinesdale,449,2
wainscott,1151,10
shelbyville,1813,7
woodbine,593,4
hanson,881,8
marstons,2554,3
hiteman,1504,2
forkland,944,4
marstons,1204,4
benevolence,958,3
woodbine,288,0
tolstoy,1674,2
onaga,553,3
hanson,800,0
wainscott,308,10
stockman,1527,2
marstons,453,3
lindenwood,273,8
wainscott,331,1
tolstoy,429,0
allensville,353,1
woodbine,1857,1
woodbine,1819,3
cosmos,657,1
mifflinburg,200,5
lakeville,1704,4
hanson,1175,3
woodbine,1479,3
wainscott,1623,0
shelbyville,956,2
wainscott,599,10
klickitat,2231,12
leonardo,28,2
newfields,1436,5
merom,920,4
lakeville,1099,8
wainscott,280,6
pinesdale,307,7
merom,909,10
shelbyville,442,0
wainscott,1652,6
cosmos,812,10
lindenwood,1237,0
wainscott,1397,3
wainscott,895,2
shelbyville,1513,4
hanson,1316,9
ranchester,802,2
lindenwood,656,2
lindenwood,433,0
hiteman,1447,10
hiteman,399,1
marstons,1047,10
hanson,21,0
shelbyville,461,5
hanson,52,0
woodbine,216,2
pomaria,975,1
ranchester,1589,5
hanson,889,1
tolstoy,231,1
shelbyville,1747,6
marstons,372,10
pinesdale,1222,2
tolstoy,468,3
pomaria,1089,0
shelbyville,260,2
leonardo,24,5
tolstoy,1147,1
woodbine,1884,6
wainscott,972,5
coffeen,189,6
klickitat,2076,1
coffeen,299,1
newfields,868,1
leonardo,276,0
woodbine,316,7
newfields,1062,0
hanson,1288,3
hanson,244,0
marstons,49,0
shelbyville,564,3
wainscott,676,7
shelbyville,550,7
stockman,420,2
marstons,2448,11
beechwood,659,3
merom,218,4
pomaria,950,1
lakeville,1890,1
forkland,465,2
coffeen,269,4
woodbine,1298,2
pomaria,1646,0
benevolence,304,1
merom,921,0
leonardo,1423,6
newfields,1301,3
ranchester,168,1
woodbine,1088,2
wainscott,702,0
forkland,785,2
leonardo,71,4
newfields,1479,1
wainscott,461,2
ranchester,1421,7
forkland,248,4
marstons,669,3
newfields,1357,11
marstons,2277,2
hanson,301,1
pomaria,1025,0
marstons,1316,5
marstons,1764,2
lakeville,1500,15
lakeville,107,6
pomaria,148,3
marstons,2093,0
cosmos,966,3
hanson,1130,6
allensville,77,5
lindenwood,814,4
marstons,1101,2
wainscott,253,11
shelbyville,1832,1
ranchester,572,1
benevolence,816,0
allensville,431,6
lakeville,448,2
woodbine,639,1
pomaria,162,0
shelbyville,1747,8
hiteman,1173,5
pinesdale,176,4
woodbine,659,1
klickitat,1957,3
newfields,11,2
woodbine,1293,2
lakeville,1455,5
hiteman,347,3
coffeen,1186,2
lindenwood,1461,3
cosmos,308,5
marstons,1427,0
coffeen,1061,0
pinesdale,761,0
marstons,1059,3
lindenwood,216,6
pomaria,154,0
shelbyville,1893,0
beechwood,842,2
klickitat,52,7
tolstoy,1066,4
benevolence,299,4
pinesdale,1310,2
ranchester,1033,1
wainscott,1164,3
beechwood,556,2
marstons,2311,5
mifflinburg,550,3
merom,346,3
woodbine,420,2
tolstoy,1272,4
coffeen,263,3
stockman,1475,7
coffeen,720,6
beechwood,155,8
hiteman,116,4
shelbyville,198,12
tolstoy,666,5
lakeville,51,2
leonardo,160,0
lindenwood,1549,0
ranchester,1295,0
lakeville,1077,0
beechwood,537,3
marstons,1218,4
newfields,1302,10
coffeen,29,1
coffeen,1180,2
merom,397,6
tolstoy,1290,14
lindenwood,2125,0
woodbine,1807,10
woodbine,1054,7
beechwood,36,4
newfields,1508,1
hiteman,1442,1
merom,191,2
pinesdale,842,4
newfields,318,3
coffeen,278,0
klickitat,819,2
klickitat,129,13
merom,364,2
merom,11,1
hanson,519,11
lindenwood,1589,1
lakeville,1476,3
wainscott,28,4
merom,342,3
pinesdale,614,8
pomaria,797,1
coffeen,1101,3
forkland,541,2
hanson,1077,3
shelbyville,1645,11
hanson,306,3
hanson,1104,0
pinesdale,554,8
newfields,611,12
klickitat,1213,11
ranchester,836,15
woodbine,278,2
coffeen,1306,3
benevolence,840,2
lindenwood,1659,8
benevolence,856,0
marstons,1518,9
pinesdale,747,1
leonardo,455,1
marstons,2645,4
hiteman,230,1
shelbyville,1050,6
stockman,1428,1
leonardo,18,2
woodbine,828,7
marstons,2627,0
klickitat,1492,4
ranchester,1131,4
tolstoy,1526,13
beechwood,39,8
lindenwood,143,3
onaga,669,7
pinesdale,342,11
pomaria,167,2
klickitat,213,3
newfields,547,2
cosmos,473,5
leonardo,766,10
tolstoy,23,2
marstons,1536,0
pomaria,609,12
pomaria,463,3
stockman,560,4
mifflinburg,662,2
lindenwood,173,9
lakeville,256,3
lakeville,1860,13
marstons,581,3
newfields,3,13
newfields,664,6
klickitat,1266,2
lindenwood,2187,0
newfields,287,3
forkland,599,2
pinesdale,1390,3
cosmos,419,1
lakeville,695,6
shelbyville,2616,6
leonardo,629,0
tolstoy,490,2
coffeen,691,0
newfields,98,2
hiteman,580,1
ranchester,587,2
marstons,567,0
lakeville,1116,13
hanson,1273,7
lakeville,332,18
pomaria,449,3
tolstoy,100,1
ranchester,1021,0
wainscott,639,0
pomaria,1512,8
newfields,928,1
marstons,157,2
hiteman,1809,0
pomaria,12,10
lakeville,1230,4
woodbine,913,4
coffeen,734,0
coffeen,139,0
hanson,1323,7
lindenwood,628,5
ranchester,1426,1
beechwood,449,2
ranchester,1379,8
pomaria,739,5
wainscott,774,4
lakeville,841,3
shelbyville,2328,1
pomaria,895,13
pinesdale,1211,3
woodbine,1480,8
klickitat,1215,2
lakeville,320,4
cosmos,209,2
klickitat,739,2
klickitat,1525,0
lindenwood,55,2
shelbyville,2026,2
beechwood,403,1
tolstoy,1227,2
merom,393,1
marstons,1053,4
ranchester,279,3
hiteman,1333,13
stockman,1495,1
shelbyville,128,1
onaga,55,3
klickitat,472,12
merom,1034,1
lakeville,998,2
benevolence,972,5
pomaria,245,4
pomaria,1580,4
newfields,693,1
marstons,2648,3
lindenwood,2546,2
mifflinburg,607,4
lindenwood,2314,10
beechwood,1116,2
newfields,1572,7
hanson,1071,3
beechwood,309,5
lindenwood,2260,5
coffeen,778,0
leonardo,1823,0
shelbyville,1569,1
shelbyville,2295,0
allensville,460,5
pinesdale,1105,0
tolstoy,1686,4
hiteman,769,0
newfields,619,5
mifflinburg,88,0
onaga,575,1
marstons,1493,8
beechwood,303,2
klickitat,121,0
shelbyville,76,5
forkland,176,1
stockman,743,6
shelbyville,1732,8
tolstoy,588,1
ranchester,173,2
beechwood,115,7
stockman,399,0
stockman,1313,1
leonardo,316,6
merom,1031,1
lakeville,1779,9
lindenwood,250,6
woodbine,1369,5
klickitat,1753,2
shelbyville,2420,2
beechwood,641,3
klickitat,779,3
newfields,1476,1
klickitat,1998,2
klickitat,1897,0
shelbyville,2683,1
leonardo,1917,1
shelbyville,2334,1
hiteman,1254,3
marstons,449,2
newfields,762,6
shelbyville,2430,7
stockman,862,2
newfields,145,2
shelbyville,1577,3
stockman,1412,1
hanson,924,4
ranchester,424,4
woodbine,1743,3
klickitat,1396,5
shelbyville,1803,1
shelbyville,590,1
klickitat,1989,6
klickitat,1076,1
allensville,323,6
leonardo,268,9
leonardo,291,13
pomaria,1435,4
woodbine,290,6
leonardo,2038,3
merom,844,2
leonardo,929,7
coffeen,1218,7
hanson,1318,14
coffeen,148,2
merom,521,2
tolstoy,647,2
mifflinburg,119,2
hiteman,1261,12
newfields,2,5
klickitat,133,0
tolstoy,1362,2
pinesdale,493,3
shelbyville,1463,4
ranchester,1154,2
wainscott,569,13
ranchester,1060,2
pomaria,1613,0
leonardo,553,5
hiteman,814,6
beechwood,1132,4
lindenwood,825,2
forkland,257,2
onaga,139,6
mifflinburg,852,1
lindenwood,2635,2
shelbyville,1548,5
hanson,685,0
shelbyville,1214,3
pomaria,636,2
pinesdale,205,7
coffeen,989,0
hanson,372,2
ranchester,852,6
tolstoy,590,0
shelbyville,942,8
hiteman,1707,6
coffeen,312,2
beechwood,1161,7
klickitat,1445,1
tolstoy,912,4
marstons,1148,0
hanson,481,0
marstons,659,7
newfields,1580,3
ranchester,1110,11
wainscott,1123,4
lindenwood,1575,5
marstons,1207,8
leonardo,1354,9
forkland,499,2
klickitat,703,3
newfields,1204,0
shelbyville,1153,1
pomaria,1511,0
shelbyville,210,9
coffeen,654,1
ranchester,302,1
shelbyville,2077,9
stockman,1600,2
hiteman,622,3
pinesdale,294,9
leonardo,664,1
wainscott,1725,5
marstons,67,3
woodbine,377,1
mifflinburg,346,0
pomaria,1485,14
coffeen,301,5
leonardo,1763,4
tolstoy,332,10
lakeville,416,10
tolstoy,1154,2
hiteman,1368,0
woodbine,1242,4
lindenwood,968,1
stockman,538,6
leonardo,32,0
lakeville,602,15
woodbine,559,1
pomaria,305,9
coffeen,1337,0
klickitat,1136,1
newfields,1429,2
lindenwood,780,1
mifflinburg,285,1
klickitat,2216,8
lindenwood,2571,4
newfields,1367,0
newfields,71,3
ranchester,1380,3
onaga,622,2
lindenwood,1258,0
klickitat,2220,0
woodbine,2046,6
shelbyville,2623,10
klickitat,584,3
pinesdale,757,0
pinesdale,231,8
tolstoy,128,1
pinesdale,477,0
shelbyville,1670,10
coffeen,759,0
marstons,1813,0
shelbyville,421,6
hanson,813,11
wainscott,1543,10
pomaria,525,4
pinesdale,441,1
newfields,17,12
pinesdale,703,5
klickitat,1356,4
pinesdale,567,2
merom,754,0
cosmos,638,3
klickitat,1062,0
tolstoy,631,4
shelbyville,1507,17
marstons,857,0
klickitat,261,4
ranchester,755,1
hanson,1633,16
woodbine,1478,6
beechwood,233,2
newfields,994,2
newfields,369,0
pinesdale,42,2
shelbyville,1118,0
allensville,194,5
woodbine,1859,1
allensville,152,1
onaga,523,1
lindenwood,654,2
benevolence,252,0
wainscott,1662,1
woodbine,632,7
marstons,323,0
shelbyville,2708,9
lakeville,703,8
klickitat,2298,6
hanson,673,14
lindenwood,419,1
hanson,1657,1
shelbyville,2303,2
tolstoy,564,1
marstons,2412,0
coffeen,335,2
shelbyville,2354,1
coffeen,972,1
cosmos,920,0
marstons,880,3
pinesdale,1383,1
klickitat,362,4
stockman,1006,5
beechwood,122,5
ranchester,298,5
tolstoy,1237,5
shelbyville,2182,5
ranchester,247,2
merom,732,0
klickitat,1372,2
tolstoy,801,1
ranchester,1527,11
tolstoy,1224,8
shelbyville,1238,1
lindenwood,599,3
lakeville,572,5
klickitat,1562,5
klickitat,1034,1
lakeville,697,7
beechwood,98,3
coffeen,970,1
woodbine,1503,7
wainscott,843,3
ranchester,567,2
lindenwood,1879,0
stockman,27,4
shelbyville,895,14
hanson,1511,0
marstons,1286,3
pinesdale,1149,5
lindenwood,153,2
leonardo,653,9
pinesdale,180,3
wainscott,1220,1
klickitat,947,10
ranchester,950,0
marstons,208,3
hanson,5,6
lindenwood,1781,2
wainscott,491,0
woodbine,1293,5
mifflinburg,658,1
klickitat,1345,7
lindenwood,447,3
ranchester,956,1
tolstoy,1079,2
hanson,466,5
forkland,951,5
cosmos,1038,0
lindenwood,1771,1
shelbyville,550,11
shelbyville,2274,10
newfields,326,1
ranchester,538,2
klickitat,471,5
leonardo,308,2
shelbyville,2040,2
forkland,449,2
woodbine,973,0
woodbine,1021,6
shelbyville,1572,3
klickitat,316,1
lakeville,65,9
hanson,1550,1
hiteman,417,9
tolstoy,775,2
